id,name,age,nationality,country,club,leagueName,position,alternativePositions,preferredFoot,marketValue,OVR,PAC,SHO,PAS,DRI,DEF,PHY,cardType,source
isr_198,Robi Levkovich,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,GK,,,,79,46,35,48,43,35,63,active,israeli
isr_199,Shahar Mark,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,GK,,,,71,38,35,48,35,35,53,active,israeli
isr_200,Ido Krebs,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CB,,,,69,48,35,41,44,79,76,active,israeli
isr_201,Abdi Farhat,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CB,,,,74,54,35,47,41,88,85,active,israeli
isr_202,Ilay Tomer,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CB,,,,70,46,35,40,43,87,75,active,israeli
isr_203,Sapir Itah,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,LB,,,,66,63,35,41,45,61,51,active,israeli
isr_204,Roy Hazan,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,RB,,,,72,69,35,46,50,67,56,active,israeli
isr_205,Bashar Abdach,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CB,,,,68,47,35,40,43,78,75,active,israeli
isr_206,Ofek Geller,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CB,,,,66,46,35,39,42,75,73,active,israeli
isr_207,Uri Magbo,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CB,,,,71,52,35,45,39,84,82,active,israeli
isr_208,Francois Dulysse,,HAI,HAI,Hapoel Hadera,Ligat Ha'al,LB,,,,71,65,37,51,47,63,52,active,israeli
isr_209,Lior Rokach,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CDM,,,,65,49,35,56,44,73,69,active,israeli
isr_210,Shlomi Azulay,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CM,,,,70,56,51,74,54,46,51,active,israeli
isr_211,Christian Bella,,Cameroon,Cameroon,Hapoel Hadera,Ligat Ha'al,CM,,,,70,55,50,73,53,45,50,active,israeli
isr_212,Mido Badarna,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CAM,,,,76,61,63,80,81,35,49,active,israeli
isr_213,Haim Mekonen,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,LM,,,,68,75,49,56,72,35,49,active,israeli
isr_214,Menashe Zalka,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,RM,,,,66,68,51,58,74,35,43,active,israeli
isr_215,Sagas Tambi,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CDM,,,,66,45,35,61,41,70,66,active,israeli
isr_216,Tom Aida,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CM,,,,67,56,42,64,54,46,51,active,israeli
isr_217,Sarel Shlomo Cohen,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CM,,,,67,56,42,64,54,46,51,active,israeli
isr_218,Ladji Mallé,,Mali,Mali,Hapoel Hadera,Ligat Ha'al,CAM,,,,80,59,70,88,89,35,46,active,israeli
isr_219,Yoav Turgeman,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,LM,,,,72,74,55,62,80,35,46,active,israeli
isr_220,Noam Shemesh,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,RM,,,,76,84,55,63,81,35,55,active,israeli
isr_221,Yanai Ben Shushan,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CDM,,,,75,50,36,68,54,87,73,active,israeli
isr_222,Itay Shalev,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,CM,,,,75,62,47,73,60,51,57,active,israeli
isr_223,Netanel Hagani,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,ST,,,,80,77,96,46,75,35,80,active,israeli
isr_224,Mor Fadida,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,ST,,,,80,79,98,48,68,35,82,active,israeli
isr_225,Baseel Khoury,,Israel,Israel,Hapoel Hadera,Ligat Ha'al,LW,,,,75,89,71,62,86,35,46,active,israeli
isr_226,Ben Gordin,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,GK,,,,73,41,35,51,38,35,57,active,israeli
isr_227,Nadav Zamir,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,GK,,,,68,35,35,45,41,35,50,active,israeli
isr_228,Ilay Tovim,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,GK,,,,69,42,35,43,39,35,48,active,israeli
isr_229,Inon Eliyahu,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,CB,,,,73,52,35,44,38,85,82,active,israeli
isr_230,Noam Malmoud,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,CB,,,,75,50,35,43,46,93,81,active,israeli
isr_231,Yonathan Laish,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,CB,,,,75,51,35,44,47,94,82,active,israeli
isr_232,Omer Agvadish,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,LB,,,,72,62,35,48,52,69,49,active,israeli
isr_233,Ofek Nadir,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,RB,,,,76,73,35,49,53,71,59,active,israeli
isr_234,Tamir Haimovich,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,CB,,,,71,47,35,40,43,88,77,active,israeli
isr_235,Harel Shalom,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,CB,,,,73,51,35,43,46,84,81,active,israeli
isr_236,David Domgjoni,,KVX,KVX,Hapoel Jerusalem,Ligat Ha'al,CB,,,,78,53,35,45,48,98,85,active,israeli
isr_237,Awaka Ashta,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,CDM,,,,76,54,40,72,50,83,78,active,israeli
isr_238,Ilay Madmon,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,CM,,,,73,54,49,73,62,53,50,active,israeli
isr_239,John Otomewo,,Nigeria,Nigeria,Hapoel Jerusalem,Ligat Ha'al,CM,,,,68,52,47,70,60,42,48,active,israeli
isr_240,Yanai Distelfeld,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,CAM,,,,70,57,58,73,75,35,45,active,israeli
isr_241,Ayano Preda,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,LM,,,,68,76,50,57,73,35,50,active,israeli
isr_242,Netanel Shiferaw,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,RM,,,,70,79,52,59,76,35,52,active,israeli
isr_243,Daniel Koudougou,,Côte d'Ivoire,Côte d'Ivoire,Hapoel Jerusalem,Ligat Ha'al,CDM,,,,78,54,39,72,49,83,78,active,israeli
isr_244,Itay Zada,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,CM,,,,66,50,45,67,57,49,46,active,israeli
isr_245,Matan Hozez,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,ST,,,,78,77,96,47,66,35,80,active,israeli
isr_246,Marko Rakonjac,,Montenegro,Montenegro,Hapoel Jerusalem,Ligat Ha'al,ST,,,,83,79,99,47,77,35,82,active,israeli
isr_247,Ruel Sotiriou,,CYP,CYP,Hapoel Jerusalem,Ligat Ha'al,LW,,,,76,94,66,57,91,35,42,active,israeli
isr_248,Guy Badash,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,RW,,,,74,86,69,60,83,35,44,active,israeli
isr_249,Andrew Idoko,,Nigeria,Nigeria,Hapoel Jerusalem,Ligat Ha'al,ST,,,,81,79,98,48,77,35,82,active,israeli
isr_250,Mohamed Diab,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,ST,,,,74,78,87,41,68,35,71,active,israeli
isr_251,Ibeh Ransom,,Nigeria,Nigeria,Hapoel Jerusalem,Ligat Ha'al,LW,,,,83,99,79,69,96,35,52,active,israeli
isr_252,Israel Dappa,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,RW,,,,72,87,61,52,84,35,46,active,israeli
isr_253,Ohad Almagor,,Israel,Israel,Hapoel Jerusalem,Ligat Ha'al,ST,,,,75,75,93,47,65,35,78,active,israeli
isr_254,Tomer Tzarfati,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,GK,,,,77,46,35,48,43,35,54,active,israeli
isr_255,Omer Nir'on,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,GK,,,,74,38,35,48,44,35,54,active,israeli
isr_256,Niv Antman,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,GK,,,,79,44,35,55,41,35,61,active,israeli
isr_257,Daniel Cohen,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,GK,,,,74,39,35,49,45,35,55,active,israeli
isr_258,Tohar Teana,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CB,,,,69,47,35,40,43,87,75,active,israeli
isr_259,Itay Ben Shabat,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CB,,,,68,46,35,39,42,86,74,active,israeli
isr_260,Denis Kulikov,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CB,,,,65,43,35,37,40,81,70,active,israeli
isr_261,Bakary Konaté,,Mali,Mali,Maccabi Netanya,Ligat Ha'al,LB,,,,69,64,37,51,46,62,52,active,israeli
isr_262,Amit Cohen,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,RB,,,,72,68,35,45,49,66,55,active,israeli
isr_263,Karem Jaber,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CB,,,,70,48,35,42,45,80,77,active,israeli
isr_264,Saba Khvadagiani,,Georgia,Georgia,Maccabi Netanya,Ligat Ha'al,CB,,,,78,52,35,44,47,97,84,active,israeli
isr_265,Benny Feldman,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CB,,,,73,56,35,39,42,89,86,active,israeli
isr_266,Rotem Keller,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,LB,,,,69,66,35,44,48,64,54,active,israeli
isr_267,Li On Mizrahi,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,RB,,,,73,71,35,48,52,69,49,active,israeli
isr_268,Heriberto Tavares,,Cape Verde,Cape Verde,Maccabi Netanya,Ligat Ha'al,CB,,,,69,53,35,37,40,84,81,active,israeli
isr_269,Maxim Plakuschenko,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CDM,,,,66,48,35,55,44,73,69,active,israeli
isr_270,Yuval Sade,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CM,,,,68,56,42,65,55,46,52,active,israeli
isr_271,Oz Bilu,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CM,,,,69,58,44,67,57,48,54,active,israeli
isr_272,Liam Cohen,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CAM,,,,72,60,61,77,79,35,39,active,israeli
isr_273,Maor Levi,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,LM,,,,70,75,57,64,72,35,48,active,israeli
isr_274,Bassam Zarora,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,RM,,,,78,83,63,71,80,35,53,active,israeli
isr_275,Omri Shamir,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CDM,,,,72,49,37,67,45,76,72,active,israeli
isr_276,Saher Taji,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,CM,,,,78,58,52,79,66,56,53,active,israeli
isr_277,Wylan Cyprien,,France,France,Maccabi Netanya,Ligat Ha'al,CM,,,,80,64,57,85,63,52,59,active,israeli
isr_278,Aziz Ouattara,,Côte d'Ivoire,Côte d'Ivoire,Maccabi Netanya,Ligat Ha'al,CAM,,,,68,50,60,75,76,35,39,active,israeli
isr_279,Gontie Diomandé,,Côte d'Ivoire,Côte d'Ivoire,Maccabi Netanya,Ligat Ha'al,LM,,,,73,80,61,68,77,35,52,active,israeli
isr_280,Wilson Harris,,United States,United States,Maccabi Netanya,Ligat Ha'al,ST,,,,82,80,99,49,78,35,83,active,israeli
isr_281,Loai Helf,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,ST,,,,69,71,79,36,61,35,73,active,israeli
isr_282,Pedrinho,,Brazil,Brazil,Maccabi Netanya,Ligat Ha'al,LW,,,,79,95,67,58,92,35,50,active,israeli
isr_283,Aleksei Talpa,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,RW,,,,70,79,62,54,85,35,39,active,israeli
isr_284,Daniel Atlan,,Israel,Israel,Maccabi Netanya,Ligat Ha'al,ST,,,,80,77,96,46,75,35,80,active,israeli
isr_285,Matheus Davó,,Brazil,Brazil,Maccabi Netanya,Ligat Ha'al,ST,,,,82,86,96,46,75,35,80,active,israeli
isr_286,Matan Zalmanović,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,GK,,,,76,42,35,52,39,35,58,active,israeli
isr_287,Daniel Tenenbaum,,Brazil,Brazil,Ironi Kiryat Shmona,Ligat Ha'al,GK,,,,73,36,35,46,42,35,52,active,israeli
isr_288,Roy Shedo,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,GK,,,,76,42,35,52,39,35,58,active,israeli
isr_289,Amit Glazer,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,CB,,,,72,48,35,41,44,89,78,active,israeli
isr_290,Ofir Benbenisti,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,CB,,,,65,44,35,38,41,82,71,active,israeli
isr_291,Harel Goldenberg,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,CB,,,,75,50,35,43,46,93,81,active,israeli
isr_292,Itzik Shoolmayster,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,LB,,,,67,63,36,50,45,61,50,active,israeli
isr_293,Ovadia Darwish,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,RB,,,,70,62,35,49,53,60,49,active,israeli
isr_294,Nemanja Ljubisavljević,,Serbia,Serbia,Ironi Kiryat Shmona,Ligat Ha'al,CB,,,,72,49,35,42,45,90,79,active,israeli
isr_295,Ido Vaier,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,CB,,,,73,52,35,44,38,85,82,active,israeli
isr_296,Shay Ben David,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,CB,,,,70,50,35,44,38,82,79,active,israeli
isr_297,Liel Deri,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,LB,,,,64,57,35,45,49,55,45,active,israeli
isr_298,Bilal Shahin,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,RB,,,,72,63,35,49,53,70,50,active,israeli
isr_299,Fernando Pacheco,,Peru,Peru,Ironi Kiryat Shmona,Ligat Ha'al,CDM,,,,73,53,35,62,49,80,76,active,israeli
isr_300,Mor Siman Tov,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,CM,,,,73,56,51,75,64,46,52,active,israeli
isr_301,Ariel Sheratzky,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,CM,,,,78,65,50,77,64,54,60,active,israeli
isr_302,Aviv Avraham,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,CAM,,,,78,63,65,82,83,35,50,active,israeli
isr_303,Wale Musa Alli,,Nigeria,Nigeria,Ironi Kiryat Shmona,Ligat Ha'al,LM,,,,78,88,59,67,85,35,49,active,israeli
isr_304,Yoav Karadi,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,RM,,,,66,74,48,55,71,35,49,active,israeli
isr_305,Cristian Martínez,,Panama,Panama,Ironi Kiryat Shmona,Ligat Ha'al,CDM,,,,77,57,35,66,52,86,81,active,israeli
isr_306,Yaw Ackah,,Ghana,Ghana,Ironi Kiryat Shmona,Ligat Ha'al,CM,,,,74,59,53,78,58,48,54,active,israeli
isr_307,Christian Bella,,Cameroon,Cameroon,Ironi Kiryat Shmona,Ligat Ha'al,CM,,,,80,62,55,83,70,50,57,active,israeli
isr_308,Yair Mordechai,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,ST,,,,74,78,87,41,68,35,71,active,israeli
isr_309,Adrián Ugarriza,,Peru,Peru,Ironi Kiryat Shmona,Ligat Ha'al,ST,,,,76,74,92,45,72,35,77,active,israeli
isr_310,Joan Halabi,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,LW,,,,74,89,63,54,86,35,47,active,israeli
isr_311,Ori Shnaper,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,RW,,,,81,96,76,66,93,35,50,active,israeli
isr_312,Yehonathan Malka,,Israel,Israel,Ironi Kiryat Shmona,Ligat Ha'al,ST,,,,75,76,94,48,66,35,79,active,israeli
isr_313,Marco Wolff,,Argentina,Argentina,Maccabi Petah Tikva,Ligat Ha'al,GK,,,,79,44,35,55,41,35,61,active,israeli
isr_314,Maor Erlich,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,GK,,,,71,40,35,50,37,35,55,active,israeli
isr_315,Yanir Zeigerman,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CB,,,,76,55,35,47,41,89,86,active,israeli
isr_316,Hadar Fuchs,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CB,,,,67,45,35,39,42,84,73,active,israeli
isr_317,Aviv Salem,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CB,,,,75,50,35,43,46,93,81,active,israeli
isr_318,Eitan Tibi,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,LB,,,,74,64,35,49,54,71,50,active,israeli
isr_319,Gal Maatouk,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,RB,,,,74,72,35,48,53,70,49,active,israeli
isr_320,Ben Vehava,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CB,,,,70,54,35,39,42,86,74,active,israeli
isr_321,Guy Dezent,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CB,,,,70,49,35,43,37,81,78,active,israeli
isr_322,Mohammed Hindy,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CB,,,,65,50,35,35,38,79,77,active,israeli
isr_323,Nowaf Bazea,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CDM,,,,75,55,35,64,50,83,78,active,israeli
isr_324,Niv Yehoshua,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CM,,,,69,51,46,69,59,50,47,active,israeli
isr_325,Omer Shirazi,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CM,,,,70,58,44,67,56,48,53,active,israeli
isr_326,Idan Vered,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CAM,,,,76,55,66,83,84,35,43,active,israeli
isr_327,Ido Cohen,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,LM,,,,69,75,57,64,72,35,48,active,israeli
isr_328,Liran Hazan,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,RM,,,,67,75,49,56,72,35,50,active,israeli
isr_329,Eyal Inbrum,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,CDM,,,,73,53,35,62,49,80,76,active,israeli
isr_330,Samuel Owusu,,Ghana,Ghana,Maccabi Petah Tikva,Ligat Ha'al,ST,,,,78,78,97,48,67,35,81,active,israeli
isr_331,Ariel Lugassy,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,ST,,,,73,70,88,42,69,35,72,active,israeli
isr_332,Mohamed Khatib,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,LW,,,,78,92,73,64,89,35,48,active,israeli
isr_333,Franck Rivollier,,France,France,Maccabi Petah Tikva,Ligat Ha'al,RW,,,,75,85,67,58,91,35,42,active,israeli
isr_334,José Cortés,,Colombia,Colombia,Maccabi Petah Tikva,Ligat Ha'al,ST,,,,80,81,99,50,70,35,84,active,israeli
isr_335,Idan Dahan,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,ST,,,,79,79,98,49,68,35,82,active,israeli
isr_336,Yuval Kretzo,,Israel,Israel,Maccabi Petah Tikva,Ligat Ha'al,LW,,,,77,92,73,64,89,35,48,active,israeli
isr_337,Tomer Litvinov,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,GK,,,,71,43,35,44,40,35,49,active,israeli
isr_338,Ohad Levita,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,GK,,,,76,39,35,49,45,35,55,active,israeli
isr_339,Amit Harel,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,GK,,,,71,39,35,49,36,35,54,active,israeli
isr_340,Or Yitzhak,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,GK,,,,72,42,35,43,39,35,57,active,israeli
isr_341,Tamir Berman,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CB,,,,71,47,35,40,43,88,77,active,israeli
isr_342,Michael Pistiner,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CB,,,,67,46,35,40,43,76,74,active,israeli
isr_343,Jonatan Agiyapong,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CB,,,,64,43,35,37,40,81,70,active,israeli
isr_344,Matan Levi,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,LB,,,,67,58,35,45,49,65,45,active,israeli
isr_345,Stav Israeli,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,RB,,,,74,70,35,46,51,68,56,active,israeli
isr_346,Raz Nachmias,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CB,,,,70,53,35,38,41,85,82,active,israeli
isr_347,Maor Kandil,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CB,,,,65,47,35,41,35,76,74,active,israeli
isr_348,Ilay Trost,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CDM,,,,72,50,38,68,46,77,73,active,israeli
isr_349,Golan Beni,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CM,,,,69,52,47,70,60,51,48,active,israeli
isr_350,Sagi Dror,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CM,,,,78,66,51,78,65,55,52,active,israeli
isr_351,Adar Ratner,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CAM,,,,74,62,63,79,81,35,40,active,israeli
isr_352,Shahar Mizrahi,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,LM,,,,71,77,58,65,74,35,49,active,israeli
isr_353,Avihay Wodaje,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,RM,,,,76,84,55,63,81,35,55,active,israeli
isr_354,Ori Hassan,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CDM,,,,76,52,38,70,48,81,76,active,israeli
isr_355,Yuval Piven,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CM,,,,75,57,51,77,65,55,52,active,israeli
isr_356,Elad Shahaf,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CM,,,,68,56,42,65,55,46,52,active,israeli
isr_357,Nehoray Uzana,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,CAM,,,,76,58,69,86,78,35,46,active,israeli
isr_358,Joel Nyrako,,Ghana,Ghana,Bnei Yehuda,Ligat Ha'al,LM,,,,70,78,51,58,75,35,51,active,israeli
isr_359,Arad Bar,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,RM,,,,71,79,51,58,76,35,51,active,israeli
isr_360,Victor Stînă,,Moldova,Moldova,Bnei Yehuda,Ligat Ha'al,CDM,,,,69,49,37,66,45,75,71,active,israeli
isr_361,Ben Hadadi,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,ST,,,,80,79,98,48,68,35,82,active,israeli
isr_362,Rave Assayag,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,ST,,,,81,83,93,43,72,35,86,active,israeli
isr_363,Dani Amer,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,LW,,,,80,96,68,58,93,35,51,active,israeli
isr_364,Noam Gissim,,Israel,Israel,Bnei Yehuda,Ligat Ha'al,RW,,,,77,87,68,59,93,35,43,active,israeli
isr_365,Lior Gliklich,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,GK,,,,69,35,35,44,40,35,49,active,israeli
isr_366,Guy Herman,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,GK,,,,70,39,35,49,36,35,54,active,israeli
isr_367,Mor Barami,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,CB,,,,71,47,35,40,43,88,77,active,israeli
isr_368,Eyad Abu Abaid,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,CB,,,,66,48,35,41,35,77,75,active,israeli
isr_369,Ayid Habshi,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,CB,,,,71,47,35,40,43,88,77,active,israeli
isr_370,Abdallah Jaber,,PLE,PLE,Maccabi Bnei Raina,Ligat Ha'al,LB,,,,69,63,36,50,45,61,51,active,israeli
isr_371,Ahmed Taha,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,RB,,,,72,68,35,45,49,66,55,active,israeli
isr_372,Eyad Hutba,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,CB,,,,67,48,35,42,36,78,76,active,israeli
isr_373,Junior Pius,,Nigeria,Nigeria,Maccabi Bnei Raina,Ligat Ha'al,CB,,,,68,53,35,37,40,84,72,active,israeli
isr_374,Mahmoud Jabarin,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,CB,,,,66,46,35,39,42,75,73,active,israeli
isr_375,Miladin Stevanović,,Serbia,Serbia,Maccabi Bnei Raina,Ligat Ha'al,LB,,,,73,66,37,52,47,64,53,active,israeli
isr_376,Nevo Shedo,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,RB,,,,64,57,35,45,49,55,45,active,israeli
isr_377,Ihab Ganayem,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,CDM,,,,67,49,35,56,45,74,70,active,israeli
isr_378,Ilay Elmkies,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,CM,,,,70,53,48,71,60,52,48,active,israeli
isr_379,Emmanuel Banda,,Zambia,Zambia,Maccabi Bnei Raina,Ligat Ha'al,CM,,,,79,62,56,83,61,51,57,active,israeli
isr_380,Eyad Khalaily,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,CAM,,,,73,54,64,80,82,35,42,active,israeli
isr_381,Christ Tiéhi,,Côte d'Ivoire,Côte d'Ivoire,Maccabi Bnei Raina,Ligat Ha'al,LM,,,,74,76,57,64,82,35,47,active,israeli
isr_382,Ali Ibrahim,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,RM,,,,77,81,61,69,87,35,51,active,israeli
isr_383,Antonio Sefer,,ROU,ROU,Maccabi Bnei Raina,Ligat Ha'al,ST,,,,80,79,98,48,68,35,82,active,israeli
isr_384,Zé Turbo,,Guinea-Bissau,Guinea-Bissau,Maccabi Bnei Raina,Ligat Ha'al,ST,,,,83,79,99,47,77,35,82,active,israeli
isr_385,Virgile Pinson,,France,France,Maccabi Bnei Raina,Ligat Ha'al,LW,,,,72,87,61,52,84,35,46,active,israeli
isr_386,Mohammed Shaker,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,RW,,,,76,94,66,57,91,35,42,active,israeli
isr_387,Asil Kna'ani,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,ST,,,,69,70,87,44,60,35,72,active,israeli
isr_388,Vitalie Damașcan,,Moldova,Moldova,Maccabi Bnei Raina,Ligat Ha'al,ST,,,,81,78,97,47,76,35,81,active,israeli
isr_389,Idan Goren,,Israel,Israel,Maccabi Bnei Raina,Ligat Ha'al,LW,,,,72,84,67,58,81,35,43,active,israeli
isr_390,Dor Hebron,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,GK,,,,65,35,35,43,40,35,48,active,israeli
isr_391,Gil Barda,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,GK,,,,67,40,35,41,37,35,54,active,israeli
isr_392,Nir Ohayon,,Israel,Israel,Hapoel Ra'anana,Liga Leumit,GK,,,,71,36,35,46,42,35,51,active,israeli
